,N,f,Fisher,kappa,inc_org
52744,347,0.30000000000000004,False,15,27
52745,467,0.35000000000000009,False,75,22
52746,146,0.40000000000000013,True,70,72
52747,246,0.45000000000000007,True,65,76
52748,42,0.50000000000000011,False,50,60
52749,282,0.55000000000000016,True,15,71
52750,340,0.6000000000000002,False,70,11
52751,223,0.65000000000000013,True,10,58
52752,207,0.70000000000000018,False,30,63
52753,174,0.75000000000000022,False,75,77
52754,457,0.80000000000000016,True,50,35
52755,338,0.8500000000000002,True,50,65
52756,214,0.90000000000000024,True,20,85
52757,120,0.95000000000000029,False,70,37
52758,38,0.10000000000000001,False,45,59
52759,208,0.15000000000000002,False,45,68
52760,99,0.20000000000000004,False,25,6
52761,367,0.25000000000000006,False,20,8
52762,446,0.30000000000000004,False,10,5
52763,40,0.35000000000000009,False,65,17
52764,453,0.40000000000000013,False,45,51
52765,288,0.45000000000000007,False,60,32
52766,405,0.50000000000000011,False,25,30
52767,499,0.55000000000000016,False,60,9
52768,186,0.6000000000000002,False,35,30
52769,108,0.65000000000000013,False,5,80
52770,444,0.70000000000000018,False,70,13
52771,319,0.75000000000000022,False,70,56
52772,197,0.80000000000000016,True,65,44
52773,229,0.8500000000000002,True,45,26
52774,169,0.90000000000000024,True,40,81
52775,360,0.95000000000000029,True,35,30
52776,95,0.10000000000000001,False,65,41
52777,363,0.15000000000000002,False,35,15
52778,216,0.20000000000000004,False,75,64
52779,215,0.25000000000000006,False,70,49
52780,116,0.30000000000000004,False,10,4
52781,484,0.35000000000000009,False,40,35
52782,313,0.40000000000000013,False,30,20
52783,139,0.45000000000000007,False,40,36
52784,136,0.50000000000000011,True,30,85
52785,394,0.55000000000000016,False,60,24
52786,494,0.6000000000000002,False,55,14
52787,241,0.65000000000000013,False,10,68
52788,452,0.70000000000000018,False,10,78
52789,61,0.75000000000000022,True,5,1
52790,12,0.80000000000000016,False,70,68
52791,135,0.8500000000000002,False,65,49
52792,492,0.90000000000000024,False,5,12
52793,151,0.95000000000000029,True,20,45
52794,73,0.10000000000000001,False,45,40
52795,228,0.15000000000000002,False,50,3
52796,303,0.20000000000000004,False,70,47
52797,304,0.25000000000000006,False,35,19
52798,334,0.30000000000000004,False,60,89
52799,38,0.35000000000000009,False,45,30
52800,29,0.40000000000000013,True,20,11
52801,480,0.45000000000000007,False,20,62
52802,222,0.50000000000000011,False,20,26
52803,429,0.55000000000000016,False,50,49
52804,143,0.6000000000000002,False,25,28
52805,148,0.65000000000000013,False,25,19
52806,65,0.70000000000000018,True,5,15
52807,402,0.75000000000000022,False,35,59
52808,55,0.80000000000000016,True,60,52
52809,37,0.8500000000000002,True,35,78
52810,361,0.90000000000000024,True,30,28
52811,376,0.95000000000000029,True,70,66
52812,474,0.10000000000000001,False,20,74
52813,348,0.15000000000000002,False,40,8
52814,467,0.20000000000000004,False,20,44
52815,31,0.25000000000000006,False,55,37
52816,159,0.30000000000000004,False,60,24
52817,244,0.35000000000000009,False,10,23
52818,53,0.40000000000000013,False,75,31
52819,186,0.45000000000000007,True,30,67
52820,339,0.50000000000000011,False,30,83
52821,462,0.55000000000000016,False,10,87
52822,100,0.6000000000000002,False,10,9
52823,369,0.65000000000000013,True,40,79
52824,43,0.70000000000000018,True,75,59
52825,438,0.75000000000000022,True,75,37
52826,232,0.80000000000000016,False,5,47
52827,370,0.8500000000000002,False,65,47
52828,436,0.90000000000000024,True,25,83
52829,376,0.95000000000000029,True,50,29
52830,70,0.10000000000000001,False,15,89
52831,98,0.15000000000000002,False,60,45
52832,385,0.20000000000000004,False,55,4
52833,259,0.25000000000000006,False,60,46
52834,379,0.30000000000000004,False,45,5
52835,207,0.35000000000000009,False,25,39
52836,458,0.40000000000000013,False,75,56
52837,47,0.45000000000000007,True,70,44
52838,157,0.50000000000000011,False,10,34
52839,86,0.55000000000000016,True,35,67
52840,62,0.6000000000000002,True,45,66
52841,111,0.65000000000000013,False,25,85
52842,455,0.70000000000000018,False,60,38
52843,337,0.75000000000000022,False,20,47
52844,352,0.80000000000000016,False,40,25
52845,45,0.8500000000000002,True,45,22
52846,391,0.90000000000000024,True,55,29
52847,279,0.95000000000000029,True,70,44
52848,378,0.10000000000000001,False,60,22
52849,87,0.15000000000000002,False,20,30
52850,472,0.20000000000000004,False,40,28
52851,76,0.25000000000000006,False,15,22
52852,113,0.30000000000000004,False,75,3
52853,107,0.35000000000000009,False,45,51
52854,180,0.40000000000000013,True,50,72
52855,237,0.45000000000000007,False,10,68
52856,242,0.50000000000000011,False,60,87
52857,76,0.55000000000000016,True,75,49
52858,322,0.6000000000000002,False,25,17
52859,56,0.65000000000000013,True,30,84
52860,142,0.70000000000000018,True,45,51
52861,430,0.75000000000000022,True,60,70
52862,414,0.80000000000000016,True,15,39
52863,109,0.8500000000000002,False,40,50
52864,312,0.90000000000000024,False,5,39
52865,413,0.95000000000000029,True,25,55
52866,291,0.10000000000000001,False,45,5
52867,268,0.15000000000000002,False,10,19
52868,285,0.20000000000000004,False,50,32
52869,45,0.25000000000000006,False,30,33
52870,215,0.30000000000000004,False,50,44
52871,495,0.35000000000000009,False,5,59
52872,294,0.40000000000000013,False,25,53
52873,53,0.45000000000000007,False,55,24
52874,244,0.50000000000000011,False,50,21
52875,357,0.55000000000000016,False,65,39
52876,412,0.6000000000000002,False,15,14
52877,146,0.65000000000000013,True,50,17
52878,140,0.70000000000000018,True,10,74
52879,443,0.75000000000000022,False,65,49
52880,418,0.80000000000000016,False,60,77
52881,280,0.8500000000000002,True,5,68
52882,106,0.90000000000000024,True,45,51
52883,157,0.95000000000000029,True,65,83
52884,221,0.10000000000000001,False,55,22
52885,348,0.15000000000000002,False,20,1
52886,480,0.20000000000000004,False,50,13
52887,201,0.25000000000000006,False,20,54
52888,285,0.30000000000000004,False,50,2
52889,124,0.35000000000000009,False,15,34
52890,483,0.40000000000000013,False,50,67
52891,91,0.45000000000000007,False,35,70
52892,497,0.50000000000000011,False,25,9
52893,24,0.55000000000000016,True,35,62
52894,244,0.6000000000000002,False,25,31
52895,135,0.65000000000000013,True,30,80
52896,17,0.70000000000000018,True,65,57
52897,332,0.75000000000000022,True,25,33
52898,491,0.80000000000000016,False,40,23
52899,456,0.8500000000000002,True,60,36
52900,204,0.90000000000000024,True,30,2
52901,221,0.95000000000000029,True,20,8
52902,268,0.10000000000000001,False,20,66
52903,362,0.15000000000000002,False,40,22
52904,43,0.20000000000000004,False,65,42
52905,289,0.25000000000000006,False,25,42
52906,242,0.30000000000000004,False,30,83
52907,117,0.35000000000000009,True,50,74
52908,309,0.40000000000000013,False,5,63
52909,350,0.45000000000000007,False,70,10
52910,342,0.50000000000000011,False,5,63
52911,343,0.55000000000000016,False,65,7
52912,478,0.6000000000000002,False,25,84
52913,170,0.65000000000000013,True,60,77
52914,493,0.70000000000000018,False,5,10
52915,167,0.75000000000000022,True,10,27
52916,113,0.80000000000000016,True,65,42
52917,12,0.8500000000000002,True,20,25
52918,133,0.90000000000000024,True,35,82
52919,45,0.95000000000000029,True,70,23
52920,111,0.10000000000000001,False,60,36
52921,248,0.15000000000000002,False,30,60
52922,299,0.20000000000000004,False,50,8
52923,487,0.25000000000000006,False,40,81
52924,311,0.30000000000000004,False,30,75
52925,191,0.35000000000000009,False,25,22
52926,346,0.40000000000000013,False,50,41
52927,24,0.45000000000000007,True,55,82
52928,173,0.50000000000000011,False,75,28
52929,459,0.55000000000000016,False,20,40
52930,322,0.6000000000000002,False,15,48
52931,154,0.65000000000000013,True,35,86
52932,60,0.70000000000000018,True,10,65
52933,361,0.75000000000000022,False,15,9
52934,272,0.80000000000000016,True,5,35
52935,488,0.8500000000000002,False,55,46
52936,13,0.90000000000000024,True,60,39
52937,23,0.95000000000000029,False,10,55
52938,304,0.10000000000000001,False,45,85
52939,422,0.15000000000000002,False,35,44
52940,18,0.20000000000000004,True,25,84
52941,417,0.25000000000000006,False,35,72
52942,340,0.30000000000000004,False,45,21
52943,280,0.35000000000000009,False,55,56
52944,140,0.40000000000000013,False,5,9
52945,132,0.45000000000000007,False,5,70
52946,174,0.50000000000000011,False,30,79
52947,222,0.55000000000000016,False,5,27
52948,354,0.6000000000000002,True,20,74
52949,401,0.65000000000000013,False,50,9
52950,90,0.70000000000000018,True,55,60
52951,78,0.75000000000000022,True,15,27
52952,467,0.80000000000000016,True,45,63
52953,25,0.8500000000000002,True,40,27
52954,288,0.90000000000000024,True,55,82
52955,330,0.95000000000000029,True,25,70
52956,154,0.10000000000000001,False,75,21
52957,29,0.15000000000000002,True,45,86
52958,387,0.20000000000000004,False,45,33
52959,96,0.25000000000000006,False,55,78
52960,405,0.30000000000000004,False,75,57
52961,33,0.35000000000000009,False,35,86
52962,467,0.40000000000000013,False,15,14
52963,388,0.45000000000000007,False,70,23
52964,266,0.50000000000000011,False,10,44
52965,258,0.55000000000000016,False,70,46
52966,24,0.6000000000000002,False,55,25
52967,421,0.65000000000000013,False,5,83
52968,302,0.70000000000000018,False,70,5
52969,238,0.75000000000000022,True,40,49
52970,304,0.80000000000000016,False,30,23
52971,336,0.8500000000000002,True,45,7
52972,60,0.90000000000000024,True,35,13
52973,107,0.95000000000000029,True,20,3
52974,451,0.10000000000000001,False,55,88
52975,176,0.15000000000000002,False,65,55
52976,188,0.20000000000000004,False,25,2
52977,130,0.25000000000000006,False,65,23
52978,477,0.30000000000000004,False,50,57
52979,367,0.35000000000000009,False,45,83
52980,264,0.40000000000000013,False,30,43
52981,453,0.45000000000000007,False,35,65
52982,299,0.50000000000000011,False,25,58
52983,299,0.55000000000000016,False,5,27
52984,156,0.6000000000000002,True,50,80
52985,130,0.65000000000000013,True,40,57
52986,147,0.70000000000000018,True,45,70
52987,101,0.75000000000000022,True,60,20
52988,441,0.80000000000000016,True,30,79
52989,59,0.8500000000000002,True,20,16
52990,420,0.90000000000000024,False,30,38
52991,383,0.95000000000000029,True,75,80
52992,74,0.10000000000000001,False,15,51
52993,369,0.15000000000000002,False,25,73
52994,168,0.20000000000000004,False,70,33
52995,494,0.25000000000000006,False,25,57
52996,372,0.30000000000000004,False,60,61
52997,463,0.35000000000000009,False,10,13
52998,275,0.40000000000000013,False,35,39
52999,474,0.45000000000000007,False,60,33
53000,50,0.50000000000000011,True,30,26
53001,123,0.55000000000000016,True,60,44
53002,438,0.6000000000000002,False,30,64
53003,62,0.65000000000000013,True,40,89
53004,53,0.70000000000000018,True,75,11
53005,358,0.75000000000000022,False,25,6
53006,178,0.80000000000000016,False,25,18
53007,399,0.8500000000000002,True,20,59
53008,389,0.90000000000000024,True,45,56
53009,360,0.95000000000000029,True,75,2
53010,397,0.10000000000000001,False,35,38
53011,125,0.15000000000000002,False,60,78
53012,276,0.20000000000000004,False,65,17
53013,39,0.25000000000000006,True,50,69
53014,172,0.30000000000000004,False,25,11
53015,164,0.35000000000000009,False,55,9
53016,20,0.40000000000000013,True,40,74
53017,125,0.45000000000000007,False,35,13
53018,341,0.50000000000000011,False,70,30
53019,67,0.55000000000000016,False,10,34
53020,107,0.6000000000000002,True,70,69
53021,79,0.65000000000000013,True,25,66
53022,133,0.70000000000000018,True,20,62
53023,347,0.75000000000000022,False,20,4
53024,301,0.80000000000000016,True,5,70
53025,425,0.8500000000000002,True,25,86
53026,203,0.90000000000000024,True,25,52
53027,437,0.95000000000000029,True,70,8
53028,340,0.10000000000000001,False,10,41
53029,299,0.15000000000000002,False,35,47
53030,192,0.20000000000000004,False,15,56
53031,272,0.25000000000000006,False,70,66
53032,454,0.30000000000000004,False,30,12
53033,282,0.35000000000000009,False,75,33
53034,322,0.40000000000000013,False,10,53
53035,111,0.45000000000000007,False,60,62
53036,122,0.50000000000000011,False,30,59
53037,75,0.55000000000000016,True,50,54
53038,430,0.6000000000000002,False,70,32
53039,321,0.65000000000000013,False,45,54
53040,433,0.70000000000000018,True,35,82
53041,101,0.75000000000000022,False,40,48
53042,123,0.80000000000000016,True,50,38
53043,417,0.8500000000000002,True,50,63
53044,183,0.90000000000000024,True,75,42
53045,198,0.95000000000000029,True,5,61
53046,484,0.10000000000000001,False,5,65
53047,196,0.15000000000000002,False,20,26
53048,344,0.20000000000000004,False,20,34
53049,137,0.25000000000000006,False,45,40
53050,155,0.30000000000000004,False,45,26
53051,72,0.35000000000000009,False,55,8
53052,278,0.40000000000000013,False,35,68
53053,316,0.45000000000000007,False,50,29
53054,491,0.50000000000000011,False,30,66
53055,429,0.55000000000000016,False,15,56
53056,256,0.6000000000000002,False,25,34
53057,374,0.65000000000000013,False,40,31
53058,278,0.70000000000000018,False,40,34
53059,498,0.75000000000000022,True,70,80
53060,239,0.80000000000000016,True,65,63
53061,466,0.8500000000000002,True,10,8
53062,188,0.90000000000000024,True,25,9
53063,212,0.95000000000000029,True,55,37
53064,441,0.10000000000000001,False,35,44
53065,132,0.15000000000000002,False,20,72
53066,44,0.20000000000000004,False,55,11
53067,214,0.25000000000000006,False,5,33
53068,147,0.30000000000000004,False,75,60
53069,132,0.35000000000000009,True,5,59
53070,313,0.40000000000000013,True,65,0
53071,204,0.45000000000000007,False,60,53
53072,302,0.50000000000000011,False,70,76
53073,310,0.55000000000000016,False,25,0
53074,272,0.6000000000000002,False,75,17
53075,304,0.65000000000000013,False,40,71
53076,461,0.70000000000000018,False,75,43
53077,128,0.75000000000000022,True,65,81
53078,50,0.80000000000000016,False,65,60
53079,222,0.8500000000000002,True,25,34
53080,250,0.90000000000000024,True,70,11
53081,292,0.95000000000000029,False,5,4
53082,303,0.10000000000000001,False,25,39
53083,90,0.15000000000000002,True,50,83
53084,218,0.20000000000000004,False,60,44
53085,465,0.25000000000000006,False,25,17
53086,155,0.30000000000000004,False,15,25
53087,208,0.35000000000000009,False,55,58
53088,366,0.40000000000000013,False,10,53
53089,117,0.45000000000000007,False,60,1
53090,197,0.50000000000000011,False,45,32
53091,144,0.55000000000000016,True,70,41
53092,73,0.6000000000000002,True,55,13
53093,105,0.65000000000000013,False,15,74
53094,199,0.70000000000000018,False,35,37
53095,113,0.75000000000000022,True,35,75
53096,82,0.80000000000000016,True,40,57
53097,141,0.8500000000000002,True,65,68
53098,238,0.90000000000000024,True,45,67
53099,217,0.95000000000000029,True,40,81
53100,346,0.10000000000000001,False,20,46
53101,11,0.15000000000000002,False,40,49
53102,253,0.20000000000000004,False,25,20
53103,292,0.25000000000000006,False,75,52
53104,391,0.30000000000000004,False,15,14
53105,412,0.35000000000000009,False,20,43
53106,476,0.40000000000000013,False,10,83
53107,351,0.45000000000000007,False,5,74
53108,363,0.50000000000000011,True,35,88
53109,455,0.55000000000000016,False,60,53
53110,299,0.6000000000000002,False,15,47
53111,426,0.65000000000000013,False,15,29
53112,53,0.70000000000000018,True,55,74
53113,48,0.75000000000000022,True,75,49
53114,350,0.80000000000000016,False,30,1
53115,240,0.8500000000000002,False,20,5
53116,349,0.90000000000000024,True,45,61
53117,132,0.95000000000000029,False,50,21
53118,426,0.10000000000000001,False,25,67
53119,72,0.15000000000000002,False,10,64
53120,361,0.20000000000000004,False,40,88
53121,336,0.25000000000000006,False,15,84
53122,472,0.30000000000000004,False,65,27
53123,366,0.35000000000000009,False,30,24
53124,174,0.40000000000000013,False,35,38
53125,382,0.45000000000000007,False,5,44
53126,271,0.50000000000000011,True,10,60
53127,23,0.55000000000000016,True,15,54
53128,265,0.6000000000000002,False,30,56
53129,147,0.65000000000000013,True,65,64
53130,363,0.70000000000000018,True,60,46
53131,334,0.75000000000000022,False,25,57
53132,239,0.80000000000000016,True,50,67
53133,215,0.8500000000000002,True,70,0
53134,365,0.90000000000000024,True,55,51
53135,102,0.95000000000000029,True,70,12
53136,177,0.10000000000000001,False,40,78
53137,177,0.15000000000000002,False,30,12
53138,88,0.20000000000000004,False,30,15
53139,221,0.25000000000000006,False,60,37
53140,497,0.30000000000000004,False,65,2
53141,125,0.35000000000000009,False,20,58
53142,71,0.40000000000000013,False,50,22
53143,205,0.45000000000000007,False,50,45
53144,483,0.50000000000000011,False,60,22
53145,438,0.55000000000000016,True,35,87
53146,36,0.6000000000000002,True,20,53
53147,88,0.65000000000000013,True,65,56
53148,212,0.70000000000000018,True,75,82
53149,160,0.75000000000000022,False,70,61
53150,243,0.80000000000000016,True,35,75
53151,374,0.8500000000000002,False,70,27
53152,403,0.90000000000000024,True,55,42
53153,130,0.95000000000000029,True,35,28
53154,273,0.10000000000000001,False,75,84
53155,109,0.15000000000000002,False,40,5
53156,481,0.20000000000000004,False,40,50
53157,455,0.25000000000000006,False,15,55
53158,151,0.30000000000000004,False,10,87
53159,376,0.35000000000000009,False,35,87
53160,50,0.40000000000000013,False,65,73
53161,80,0.45000000000000007,False,5,3
53162,83,0.50000000000000011,False,45,7
53163,122,0.55000000000000016,False,40,2
53164,259,0.6000000000000002,True,50,83
53165,414,0.65000000000000013,False,25,7
53166,450,0.70000000000000018,True,60,72
53167,78,0.75000000000000022,True,55,78
53168,111,0.80000000000000016,True,30,54
53169,383,0.8500000000000002,True,65,43
53170,366,0.90000000000000024,False,75,31
53171,49,0.95000000000000029,True,65,35
53172,436,0.10000000000000001,False,30,74
53173,336,0.15000000000000002,False,30,75
53174,316,0.20000000000000004,False,40,18
53175,246,0.25000000000000006,False,70,35
53176,481,0.30000000000000004,False,10,39
53177,132,0.35000000000000009,False,70,69
53178,13,0.40000000000000013,True,60,16
53179,205,0.45000000000000007,False,15,35
53180,222,0.50000000000000011,False,10,87
53181,84,0.55000000000000016,False,5,83
53182,364,0.6000000000000002,False,50,11
53183,99,0.65000000000000013,False,70,32
53184,245,0.70000000000000018,True,45,49
53185,315,0.75000000000000022,False,20,22
53186,301,0.80000000000000016,True,40,80
53187,64,0.8500000000000002,True,75,13
53188,279,0.90000000000000024,True,75,23
53189,127,0.95000000000000029,True,35,38
53190,364,0.10000000000000001,False,70,45
53191,198,0.15000000000000002,False,10,34
53192,331,0.20000000000000004,False,40,65
53193,368,0.25000000000000006,False,55,29
53194,15,0.30000000000000004,True,20,53
53195,394,0.35000000000000009,False,10,81
53196,243,0.40000000000000013,False,15,40
53197,17,0.45000000000000007,True,55,70
53198,287,0.50000000000000011,False,25,15
53199,475,0.55000000000000016,False,60,54
53200,93,0.6000000000000002,True,25,52
53201,26,0.65000000000000013,True,20,74
53202,175,0.70000000000000018,True,75,77
53203,374,0.75000000000000022,True,70,52
53204,489,0.80000000000000016,False,70,81
53205,235,0.8500000000000002,True,20,1
53206,370,0.90000000000000024,False,35,47
53207,163,0.95000000000000029,True,35,69
53208,427,0.10000000000000001,False,20,30
53209,465,0.15000000000000002,False,10,20
53210,484,0.20000000000000004,False,30,38
53211,172,0.25000000000000006,False,50,32
53212,65,0.30000000000000004,False,20,42
53213,297,0.35000000000000009,False,30,3
53214,168,0.40000000000000013,False,5,11
53215,365,0.45000000000000007,False,35,8
53216,434,0.50000000000000011,False,10,16
53217,493,0.55000000000000016,False,20,1
53218,76,0.6000000000000002,True,15,16
53219,391,0.65000000000000013,True,50,81
53220,238,0.70000000000000018,True,10,80
53221,244,0.75000000000000022,True,65,63
53222,106,0.80000000000000016,True,5,35
53223,301,0.8500000000000002,False,40,54
53224,101,0.90000000000000024,True,40,2
53225,474,0.95000000000000029,True,10,26
53226,350,0.10000000000000001,False,20,79
53227,321,0.15000000000000002,False,70,68
53228,299,0.20000000000000004,False,50,43
53229,420,0.25000000000000006,False,10,0
53230,401,0.30000000000000004,False,35,27
53231,187,0.35000000000000009,False,25,43
53232,16,0.40000000000000013,True,10,85
53233,63,0.45000000000000007,True,5,81
53234,380,0.50000000000000011,False,5,66
53235,217,0.55000000000000016,False,35,10
53236,392,0.6000000000000002,False,20,12
53237,89,0.65000000000000013,True,75,4
53238,336,0.70000000000000018,False,45,1
53239,461,0.75000000000000022,False,70,59
53240,40,0.80000000000000016,True,50,14
53241,422,0.8500000000000002,True,15,62
53242,287,0.90000000000000024,False,35,65
53243,130,0.95000000000000029,True,30,6
53244,440,0.10000000000000001,False,25,8
53245,188,0.15000000000000002,False,50,87
53246,467,0.20000000000000004,False,35,44
53247,426,0.25000000000000006,False,70,9
53248,484,0.30000000000000004,False,30,8
53249,100,0.35000000000000009,True,60,69
53250,259,0.40000000000000013,False,50,39
53251,491,0.45000000000000007,False,40,21
53252,210,0.50000000000000011,True,40,88
53253,270,0.55000000000000016,True,20,76
53254,465,0.6000000000000002,False,75,45
53255,208,0.65000000000000013,True,5,48
53256,421,0.70000000000000018,False,75,4
53257,196,0.75000000000000022,True,60,46
53258,81,0.80000000000000016,True,20,53
53259,443,0.8500000000000002,True,45,12
53260,225,0.90000000000000024,True,50,54
53261,434,0.95000000000000029,False,10,45
53262,17,0.10000000000000001,False,40,25
53263,236,0.15000000000000002,False,70,73
53264,455,0.20000000000000004,False,5,76
53265,329,0.25000000000000006,False,25,61
53266,372,0.30000000000000004,False,55,45
53267,283,0.35000000000000009,False,20,22
53268,449,0.40000000000000013,False,25,66
53269,330,0.45000000000000007,False,20,50
53270,428,0.50000000000000011,False,30,53
53271,200,0.55000000000000016,True,30,81
53272,139,0.6000000000000002,False,45,57
53273,268,0.65000000000000013,True,75,79
53274,473,0.70000000000000018,True,75,89
53275,442,0.75000000000000022,False,10,40
53276,448,0.80000000000000016,False,25,27
53277,22,0.8500000000000002,True,30,44
53278,217,0.90000000000000024,True,10,6
53279,370,0.95000000000000029,True,40,9
53280,23,0.10000000000000001,False,75,22
53281,201,0.15000000000000002,False,30,35
53282,329,0.20000000000000004,False,50,53
53283,103,0.25000000000000006,False,15,61
53284,180,0.30000000000000004,False,75,6
53285,263,0.35000000000000009,False,10,3
53286,105,0.40000000000000013,False,5,10
53287,229,0.45000000000000007,False,5,61
53288,31,0.50000000000000011,False,75,39
53289,266,0.55000000000000016,False,25,16
53290,207,0.6000000000000002,False,40,58
53291,51,0.65000000000000013,True,5,35
53292,112,0.70000000000000018,True,50,54
53293,497,0.75000000000000022,True,25,66
53294,50,0.80000000000000016,True,70,5
53295,187,0.8500000000000002,True,20,56
53296,263,0.90000000000000024,True,5,50
53297,89,0.95000000000000029,True,70,53
53298,494,0.10000000000000001,False,55,72
53299,193,0.15000000000000002,False,15,46
53300,444,0.20000000000000004,False,25,79
53301,296,0.25000000000000006,False,5,4
53302,320,0.30000000000000004,False,55,43
53303,266,0.35000000000000009,False,70,71
53304,124,0.40000000000000013,False,25,32
53305,11,0.45000000000000007,True,65,5
53306,109,0.50000000000000011,True,50,73
53307,31,0.55000000000000016,False,15,18
53308,234,0.6000000000000002,False,65,14
53309,367,0.65000000000000013,False,40,31
53310,303,0.70000000000000018,False,70,18
53311,110,0.75000000000000022,False,5,6
53312,400,0.80000000000000016,True,75,87
53313,452,0.8500000000000002,True,50,32
53314,416,0.90000000000000024,True,35,60
53315,398,0.95000000000000029,True,5,2
53316,394,0.10000000000000001,False,20,70
53317,151,0.15000000000000002,False,25,68
53318,258,0.20000000000000004,False,55,46
53319,181,0.25000000000000006,False,45,32
53320,62,0.30000000000000004,False,70,45
53321,456,0.35000000000000009,False,10,39
53322,460,0.40000000000000013,False,65,59
53323,314,0.45000000000000007,False,60,60
53324,388,0.50000000000000011,False,15,41
53325,31,0.55000000000000016,True,40,15
53326,339,0.6000000000000002,False,70,40
53327,236,0.65000000000000013,False,70,11
53328,104,0.70000000000000018,True,45,83
53329,452,0.75000000000000022,False,15,85
53330,343,0.80000000000000016,False,20,0
53331,376,0.8500000000000002,True,70,41
53332,314,0.90000000000000024,True,40,33
53333,125,0.95000000000000029,True,65,1
53334,306,0.10000000000000001,False,50,24
53335,13,0.15000000000000002,False,15,34
53336,166,0.20000000000000004,False,10,80
53337,256,0.25000000000000006,False,75,30
53338,322,0.30000000000000004,False,70,29
53339,473,0.35000000000000009,False,5,83
53340,451,0.40000000000000013,False,25,40
53341,138,0.45000000000000007,False,45,33
53342,393,0.50000000000000011,False,20,44
53343,248,0.55000000000000016,False,10,77
53344,46,0.6000000000000002,True,50,77
53345,263,0.65000000000000013,False,5,12
53346,402,0.70000000000000018,False,75,37
53347,181,0.75000000000000022,False,55,30
53348,45,0.80000000000000016,True,55,42
53349,396,0.8500000000000002,True,40,18
53350,93,0.90000000000000024,True,45,41
53351,460,0.95000000000000029,True,55,28
53352,386,0.10000000000000001,False,10,30
53353,404,0.15000000000000002,False,20,63
53354,462,0.20000000000000004,False,35,39
53355,85,0.25000000000000006,False,10,35
53356,157,0.30000000000000004,False,25,51
53357,56,0.35000000000000009,False,60,58
53358,124,0.40000000000000013,True,15,75
53359,227,0.45000000000000007,True,45,66
53360,188,0.50000000000000011,False,5,35
53361,356,0.55000000000000016,False,30,48
53362,363,0.6000000000000002,False,65,2
53363,110,0.65000000000000013,True,20,68
53364,78,0.70000000000000018,False,70,44
53365,319,0.75000000000000022,False,70,43
53366,188,0.80000000000000016,True,70,22
53367,315,0.8500000000000002,True,65,26
53368,149,0.90000000000000024,True,55,39
53369,365,0.95000000000000029,True,15,75
53370,464,0.10000000000000001,False,50,83
53371,31,0.15000000000000002,False,45,59
53372,407,0.20000000000000004,False,75,53
53373,157,0.25000000000000006,False,5,85
53374,236,0.30000000000000004,False,55,33
53375,182,0.35000000000000009,True,40,78
53376,398,0.40000000000000013,False,15,80
53377,63,0.45000000000000007,False,35,27
53378,345,0.50000000000000011,False,45,35
53379,200,0.55000000000000016,False,50,29
53380,301,0.6000000000000002,True,65,73
53381,139,0.65000000000000013,True,20,5
53382,220,0.70000000000000018,True,75,54
53383,82,0.75000000000000022,True,25,84
53384,432,0.80000000000000016,True,45,68
53385,388,0.8500000000000002,True,50,14
53386,119,0.90000000000000024,True,30,58
53387,42,0.95000000000000029,False,40,74
53388,14,0.10000000000000001,False,5,12
53389,420,0.15000000000000002,False,55,81
53390,429,0.20000000000000004,False,60,47
53391,66,0.25000000000000006,False,70,49
53392,93,0.30000000000000004,False,25,22
53393,404,0.35000000000000009,False,40,43
53394,279,0.40000000000000013,False,55,5
53395,495,0.45000000000000007,False,50,61
53396,465,0.50000000000000011,False,55,69
53397,21,0.55000000000000016,False,55,75
53398,301,0.6000000000000002,False,30,81
53399,392,0.65000000000000013,False,40,80
53400,279,0.70000000000000018,False,15,2
53401,59,0.75000000000000022,False,30,43
53402,299,0.80000000000000016,True,10,62
53403,337,0.8500000000000002,True,50,58
53404,132,0.90000000000000024,True,50,7
53405,60,0.95000000000000029,True,65,35
53406,321,0.10000000000000001,False,30,12
53407,139,0.15000000000000002,False,20,72
53408,111,0.20000000000000004,False,5,15
53409,134,0.25000000000000006,False,75,59
53410,442,0.30000000000000004,False,65,15
53411,159,0.35000000000000009,False,45,56
53412,49,0.40000000000000013,True,45,81
53413,139,0.45000000000000007,False,70,61
53414,256,0.50000000000000011,False,55,15
53415,338,0.55000000000000016,False,15,80
53416,222,0.6000000000000002,True,20,59
53417,125,0.65000000000000013,False,5,74
53418,224,0.70000000000000018,True,25,84
53419,86,0.75000000000000022,True,65,32
53420,50,0.80000000000000016,True,70,48
53421,131,0.8500000000000002,True,15,35
53422,342,0.90000000000000024,True,25,34
53423,249,0.95000000000000029,False,25,33
53424,370,0.10000000000000001,False,15,79
53425,360,0.15000000000000002,False,30,66
53426,140,0.20000000000000004,False,50,53
53427,363,0.25000000000000006,False,50,73
53428,375,0.30000000000000004,False,25,68
53429,252,0.35000000000000009,False,40,25
53430,471,0.40000000000000013,False,30,22
53431,433,0.45000000000000007,False,45,16
53432,265,0.50000000000000011,False,40,6
53433,270,0.55000000000000016,False,50,53
53434,225,0.6000000000000002,True,65,63
53435,208,0.65000000000000013,False,25,51
53436,240,0.70000000000000018,True,35,61
53437,180,0.75000000000000022,True,5,50
53438,107,0.80000000000000016,True,75,88
53439,88,0.8500000000000002,True,5,55
53440,399,0.90000000000000024,True,70,30
53441,231,0.95000000000000029,True,5,51
53442,29,0.10000000000000001,True,20,1
